partner_ID,hotel,is_canceled,total_cost,days_betwee_reservation_and_check_in,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal_booked,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
3,City Hotel,0,350,268,2016,October,42,9,2,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,E,1,0,0,Check-Out,14/10/2016
18,City Hotel,0,100,49,2016,October,42,12,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,4,Check-Out,14/10/2016
12,City Hotel,0,370,268,2016,October,42,9,2,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,2,0,0,Check-Out,14/10/2016
24,City Hotel,0,30,1,2016,October,42,13,0,1,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,14/10/2016
11,City Hotel,0,100,0,2016,October,42,13,0,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,14/10/2016
8,City Hotel,0,290,2,2016,October,42,10,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,A,0,0,0,Check-Out,14/10/2016
4,City Hotel,0,130,44,2016,October,42,11,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,0,1,Check-Out,14/10/2016
13,City Hotel,0,50,2,2016,October,42,13,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,14/10/2016
19,City Hotel,0,100,20,2016,October,42,12,0,2,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,1,Check-Out,14/10/2016
2,City Hotel,0,50,2,2016,October,42,13,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,14/10/2016
18,City Hotel,0,50,6,2016,October,42,13,0,1,1,0,0,BB,Online TA,GDS,0,0,0,A,A,0,0,0,Check-Out,14/10/2016
21,City Hotel,0,50,0,2016,October,42,14,0,1,1,0,0,SC,Direct,Direct,0,0,0,A,A,0,0,1,Check-Out,15/10/2016
29,City Hotel,0,170,105,2016,October,42,12,0,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,15/10/2016
24,City Hotel,0,200,105,2016,October,42,12,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,15/10/2016
18,City Hotel,0,50,53,2016,October,42,14,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,15/10/2016
20,City Hotel,0,50,53,2016,October,42,14,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,15/10/2016
10,City Hotel,0,170,105,2016,October,42,12,0,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,15/10/2016
21,City Hotel,0,130,105,2016,October,42,12,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,15/10/2016
11,City Hotel,0,150,105,2016,October,42,12,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,15/10/2016
21,City Hotel,0,50,53,2016,October,42,14,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,15/10/2016
6,City Hotel,0,100,53,2016,October,42,14,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,15/10/2016
22,City Hotel,0,100,34,2016,October,42,13,0,2,1,0,0,BB,Direct,Direct,0,0,0,E,E,0,0,0,Check-Out,15/10/2016
26,City Hotel,0,100,92,2016,October,42,13,0,2,1,0,0,BB,Direct,Direct,0,0,0,E,E,0,0,0,Check-Out,15/10/2016
22,City Hotel,0,150,57,2016,October,42,13,0,3,1,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,16/10/2016
14,City Hotel,0,50,3,2016,October,42,15,0,1,3,0,0,BB,Online TA,TA/TO,0,0,0,D,E,0,0,1,Check-Out,16/10/2016
8,City Hotel,0,150,335,2016,October,42,13,0,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,16/10/2016
11,City Hotel,0,150,335,2016,October,42,13,0,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,16/10/2016
5,City Hotel,0,50,0,2016,October,42,15,0,1,1,0,0,SC,Online TA,TA/TO,0,0,0,A,D,0,0,0,Check-Out,16/10/2016
20,City Hotel,0,50,0,2016,October,42,15,0,1,1,0,0,SC,Online TA,TA/TO,0,0,0,A,C,0,0,0,Check-Out,16/10/2016
21,City Hotel,0,150,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
3,City Hotel,0,80,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
4,City Hotel,0,100,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
16,City Hotel,0,230,40,2016,October,42,14,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,2,0,2,Check-Out,17/10/2016
6,City Hotel,0,100,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
19,City Hotel,0,150,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
17,City Hotel,0,200,3,2016,October,42,12,0,4,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,3,Check-Out,16/10/2016
2,City Hotel,0,80,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,B,0,0,1,Check-Out,16/10/2016
1,City Hotel,0,150,335,2016,October,42,13,0,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,16/10/2016
10,City Hotel,0,100,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
3,City Hotel,0,220,237,2016,October,42,12,0,4,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,0,1,Check-Out,16/10/2016
17,City Hotel,0,150,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
17,City Hotel,0,100,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
7,City Hotel,0,150,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
1,City Hotel,0,100,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
21,City Hotel,0,100,377,2016,October,42,14,0,2,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,16/10/2016
23,City Hotel,0,920,3,2016,October,41,2,4,10,1,0,0,BB,Complementary,Direct,0,0,0,A,A,3,0,0,Check-Out,16/10/2016
25,City Hotel,0,140,31,2016,October,42,15,1,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,17/10/2016
2,City Hotel,0,140,44,2016,October,43,16,1,0,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,17/10/2016
9,City Hotel,0,190,32,2016,October,42,15,1,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,17/10/2016
4,City Hotel,0,210,0,2016,October,42,15,1,1,1,0,0,SC,Online TA,TA/TO,0,0,0,A,A,1,0,0,Check-Out,17/10/2016
16,City Hotel,0,310,114,2016,October,42,12,1,4,0,0,0,BB,Direct,Direct,0,0,0,D,D,1,0,0,Check-Out,17/10/2016
20,City Hotel,0,70,50,2016,October,43,17,1,0,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,18/10/2016
2,City Hotel,0,280,31,2016,October,42,15,2,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/10/2016
5,City Hotel,0,330,252,2016,October,42,15,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,5,0,0,Check-Out,18/10/2016
5,City Hotel,0,380,246,2016,October,42,13,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,18/10/2016
24,City Hotel,0,330,252,2016,October,42,15,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,5,0,0,Check-Out,18/10/2016
1,City Hotel,0,180,0,2016,October,43,16,2,0,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/10/2016
30,City Hotel,0,230,38,2016,October,42,15,2,1,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,0,Check-Out,18/10/2016
9,City Hotel,0,230,13,2016,October,42,15,2,1,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,18/10/2016
21,City Hotel,0,180,26,2016,October,43,16,2,0,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,18/10/2016
4,City Hotel,0,50,50,2016,October,43,18,0,1,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Check-Out,19/10/2016
29,City Hotel,0,140,6,2016,October,43,17,1,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,0,0,Check-Out,19/10/2016
18,City Hotel,0,230,0,2016,October,43,17,1,1,1,0,0,BB,Direct,Direct,0,0,0,A,A,2,0,0,Check-Out,19/10/2016
10,City Hotel,0,330,359,2016,October,42,14,2,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,19/10/2016
26,City Hotel,0,280,24,2016,October,43,16,2,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,19/10/2016
1,City Hotel,0,350,359,2016,October,42,14,2,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,19/10/2016
1,City Hotel,0,400,256,2016,October,42,14,2,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,0,2,Check-Out,19/10/2016
28,City Hotel,0,350,359,2016,October,42,14,2,3,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,19/10/2016
25,City Hotel,0,210,52,2016,October,43,17,1,1,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,0,2,Check-Out,19/10/2016
23,City Hotel,0,230,25,2016,October,43,16,2,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,19/10/2016
15,City Hotel,0,240,25,2016,October,43,17,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,20/10/2016
23,City Hotel,0,280,50,2016,October,43,16,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,20/10/2016
27,City Hotel,0,50,28,2016,October,43,19,0,1,1,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,20/10/2016
18,City Hotel,0,300,5,2016,October,43,16,2,2,1,0,0,BB,Groups,TA/TO,0,0,0,A,A,1,0,0,Check-Out,20/10/2016
13,City Hotel,0,300,54,2016,October,43,16,2,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,20/10/2016
4,City Hotel,0,300,54,2016,October,43,16,2,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,20/10/2016
8,City Hotel,0,320,54,2016,October,43,16,2,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,2,0,0,Check-Out,20/10/2016
12,City Hotel,0,320,54,2016,October,43,16,2,2,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,2,0,0,Check-Out,20/10/2016
27,City Hotel,0,70,65,2016,October,44,28,0,1,1,0,0,BB,Groups,TA/TO,0,0,1,A,B,2,0,0,Check-Out,29/10/2016
20,City Hotel,0,110,165,2016,October,44,28,0,1,0,0,0,BB,Offline TA/TO,TA/TO,0,0,1,A,K,3,0,0,Check-Out,29/10/2016
21,City Hotel,0,50,73,2016,October,44,28,0,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,1,A,A,0,0,0,Check-Out,29/10/2016
9,City Hotel,0,210,26,2016,October,43,17,1,2,2,0,0,BB,Direct,Direct,0,0,0,A,A,1,0,5,Check-Out,20/10/2016
3,City Hotel,0,170,13,2016,October,43,17,1,2,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,20/10/2016
27,City Hotel,0,330,58,2016,October,42,15,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,B,A,1,0,2,Check-Out,20/10/2016
13,City Hotel,0,280,3,2016,October,43,16,2,2,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,20/10/2016
26,City Hotel,0,240,43,2016,October,43,17,1,2,3,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,1,Check-Out,20/10/2016
24,City Hotel,0,280,159,2016,October,43,16,2,2,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,Check-Out,20/10/2016
14,City Hotel,0,280,59,2016,October,43,16,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,20/10/2016
9,City Hotel,0,280,217,2016,October,43,16,2,2,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Check-Out,20/10/2016
6,City Hotel,0,120,43,2016,October,43,19,0,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,21/10/2016
9,City Hotel,0,290,154,2016,October,43,17,1,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,21/10/2016
13,City Hotel,0,200,68,2016,October,43,18,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,21/10/2016
9,City Hotel,0,240,67,2016,October,43,17,1,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,21/10/2016
17,City Hotel,0,120,87,2016,October,43,19,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,0,1,Check-Out,21/10/2016
24,City Hotel,0,330,119,2016,October,43,16,2,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,21/10/2016
4,City Hotel,0,220,184,2016,October,43,17,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,21/10/2016
27,City Hotel,0,330,1,2016,October,43,16,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,21/10/2016
20,City Hotel,0,330,182,2016,October,43,16,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,21/10/2016
28,City Hotel,0,170,5,2016,October,43,18,0,3,2,0,0,SC,Online TA,TA/TO,0,0,0,A,B,1,0,0,Check-Out,21/10/2016
6,City Hotel,0,330,256,2016,October,43,16,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,21/10/2016
23,City Hotel,0,240,59,2016,October,43,17,1,3,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,21/10/2016
28,City Hotel,0,330,182,2016,October,43,16,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,21/10/2016
2,City Hotel,0,240,184,2016,October,43,17,1,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,21/10/2016
25,City Hotel,0,200,184,2016,October,43,18,0,4,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,22/10/2016
4,City Hotel,0,200,7,2016,October,43,18,0,4,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,22/10/2016
2,City Hotel,0,380,81,2016,October,43,16,2,4,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,22/10/2016
5,City Hotel,0,150,179,2016,October,43,19,0,3,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,22/10/2016
23,City Hotel,0,240,191,2016,October,43,20,0,2,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,8,0,0,Check-Out,22/10/2016
13,City Hotel,0,150,28,2016,October,43,20,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,23/10/2016
30,City Hotel,0,200,256,2016,October,43,20,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,3,Check-Out,23/10/2016
27,City Hotel,0,220,232,2016,October,43,19,0,4,1,0,0,BB,Online TA,TA/TO,0,0,0,A,B,1,0,3,Check-Out,23/10/2016
23,City Hotel,0,30,15,2016,October,43,22,0,1,1,0,0,BB,Corporate,Corporate,0,0,0,A,A,0,0,0,Check-Out,23/10/2016
5,City Hotel,0,90,1,2016,October,43,21,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,1,0,Check-Out,23/10/2016
7,City Hotel,0,230,44,2016,October,43,18,0,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,3,Check-Out,23/10/2016
13,City Hotel,0,140,192,2016,October,43,21,0,2,3,0,0,BB,Groups,TA/TO,0,0,0,F,F,2,0,0,Check-Out,23/10/2016
25,City Hotel,0,150,16,2016,October,43,21,0,2,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,23/10/2016
17,City Hotel,0,250,10,2016,October,43,19,0,4,2,1,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,23/10/2016
9,City Hotel,0,100,192,2016,October,43,21,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,23/10/2016
29,City Hotel,0,300,29,2016,October,43,18,0,5,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,23/10/2016
9,City Hotel,0,200,90,2016,October,43,19,0,4,3,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,23/10/2016
11,City Hotel,0,150,34,2016,October,43,20,0,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,23/10/2016
17,City Hotel,0,150,88,2016,October,43,20,0,3,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Check-Out,23/10/2016
23,City Hotel,0,220,88,2016,October,43,20,0,3,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,1,0,1,Check-Out,23/10/2016
23,City Hotel,0,100,192,2016,October,43,21,0,2,2,0,0,BB,Groups,TA/TO,0,0,0,A,A,0,0,0,Check-Out,23/10/2016
3,City Hotel,0,50,0,2016,October,43,22,0,1,2,0,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,Check-Out,23/10/2016
21,City Hotel,0,100,26,2016,October,43,21,0,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,23/10/2016
26,City Hotel,0,140,192,2016,October,43,21,0,2,2,2,0,BB,Groups,TA/TO,0,0,0,F,F,2,0,0,Check-Out,23/10/2016
15,City Hotel,0,240,77,2016,October,43,20,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,D,0,0,0,Check-Out,24/10/2016
17,City Hotel,0,190,84,2016,October,43,21,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,2,Check-Out,24/10/2016
15,City Hotel,0,190,284,2016,October,43,21,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,24/10/2016
26,City Hotel,0,240,228,2016,October,43,20,1,3,2,0,0,HB,Online TA,TA/TO,0,0,0,A,A,0,0,3,Check-Out,24/10/2016
11,City Hotel,0,430,84,2016,October,43,17,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Check-Out,24/10/2016
1,City Hotel,0,90,0,2016,October,44,24,1,0,2,0,0,BB,Direct,Direct,0,0,0,A,F,0,0,0,Check-Out,25/10/2016
17,City Hotel,0,330,189,2016,October,43,20,2,3,2,1,0,BB,Direct,Direct,0,0,0,A,A,0,0,0,Check-Out,25/10/2016
18,City Hotel,0,180,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
19,City Hotel,0,160,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
11,City Hotel,0,180,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
18,City Hotel,0,180,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
11,City Hotel,0,160,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
2,City Hotel,0,180,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
29,City Hotel,0,230,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
15,City Hotel,0,230,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
11,City Hotel,0,180,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
29,City Hotel,0,200,200,2016,October,44,23,2,0,1,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,25/10/2016
9,City Hotel,0,230,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
2,City Hotel,0,280,211,2016,October,43,21,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,25/10/2016
19,City Hotel,0,300,0,2016,October,43,21,2,2,2,1,0,BB,Online TA,TA/TO,0,0,0,A,A,1,0,2,Check-Out,25/10/2016
7,City Hotel,0,280,210,2016,October,43,21,2,2,3,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,25/10/2016
17,City Hotel,0,160,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
5,City Hotel,0,280,131,2016,October,43,21,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
16,City Hotel,0,90,1,2016,October,44,24,1,0,2,0,0,BB,Direct,Direct,0,0,0,D,D,0,0,0,Check-Out,25/10/2016
14,City Hotel,0,180,386,2016,October,44,23,2,0,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,25/10/2016
22,City Hotel,0,170,20,2016,October,44,23,2,0,1,0,0,BB,Groups,TA/TO,0,0,0,A,D,0,1,0,Check-Out,25/10/2016
5,City Hotel,0,50,148,2016,October,44,25,0,1,3,0,0,BB,Online TA,TA/TO,0,0,0,D,D,0,0,1,Check-Out,26/10/2016
1,City Hotel,0,330,209,2016,October,43,21,2,3,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,26/10/2016
1,City Hotel,0,230,104,2016,October,44,23,2,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,D,E,0,0,0,Check-Out,26/10/2016
4,City Hotel,0,30,54,2016,October,44,25,0,1,2,1,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,26/10/2016
16,City Hotel,0,260,189,2016,October,43,22,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,26/10/2016
5,City Hotel,0,100,7,2016,October,44,25,0,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,1,Check-Out,26/10/2016
29,City Hotel,0,30,22,2016,October,44,25,0,1,1,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,26/10/2016
21,City Hotel,0,230,65,2016,October,44,23,2,1,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,1,Check-Out,26/10/2016
19,City Hotel,0,140,47,2016,October,44,24,1,1,2,0,0,BB,Online TA,TA/TO,0,0,0,D,E,0,0,1,Check-Out,26/10/2016
29,City Hotel,0,140,0,2016,October,44,24,1,1,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,26/10/2016
26,City Hotel,0,70,7,2016,October,44,26,0,1,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,0,0,Check-Out,27/10/2016
1,City Hotel,0,100,46,2016,October,44,25,0,2,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,2,Check-Out,27/10/2016
27,City Hotel,0,190,117,2016,October,44,24,1,2,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,D,0,0,0,Check-Out,27/10/2016
7,City Hotel,0,500,214,2016,October,43,20,2,5,2,0,0,BB,Online TA,TA/TO,0,0,0,A,A,1,0,1,Check-Out,27/10/2016
10,City Hotel,0,120,12,2016,October,44,26,0,1,1,0,0,BB,Direct,Direct,0,0,0,A,A,1,0,0,Check-Out,27/10/2016
27,City Hotel,0,190,101,2016,October,44,24,1,2,2,0,0,BB,Online TA,TA/TO,0,0,0,A,D,0,0,4,Check-Out,27/10/2016
15,City Hotel,0,50,2,2016,October,44,26,0,1,1,0,0,BB,Online TA,TA/TO,0,0,0,A,A,0,0,0,Check-Out,27/10/2016
28,City Hotel,0,190,66,2016,October,44,24,1,2,2,2,0,BB,Online TA,TA/TO,0,0,0,G,G,0,0,1,Check-Out,27/10/2016
1,City Hotel,0,100,161,2016,October,44,25,0,2,2,0,0,SC,Online TA,TA/TO,0,0,0,A,A,0,0,3,Check-Out,27/10/2016
2,City Hotel,0,260,208,2016,October,44,23,2,2,2,0,0,BB,Online TA,TA/TO,0,0,0,B,B,0,0,2,Check-Out,27/10/2016
14,City Hotel,0,240,39,2016,October,44,24,1,3,2,0,0,BB,Offline TA/TO,TA/TO,0,0,0,A,A,0,0,0,Check-Out,28/10/2016
23,City Hotel,0,170,226,2016,October,44,25,0,3,2,0,0,HB,Offline TA/TO,TA/TO,0,0,0,A,A,1,0,0,Check-Out,28/10/2016
23,City Hotel,0,240,63,2016,October,44,24,1,3,3,0,0,HB,Online TA,TA/TO,0,0,0,D,D,0,0,2,Check-Out,28/10/2016
8,City Hotel,0,140,41,2016,October,44,26,0,2,1,0,0,BB,Online TA,GDS,0,0,0,A,A,2,0,0,Check-Out,28/10/2016
25,City Hotel,0,100,33,2016,October,44,26,0,2,1,0,0,SC,Direct,Direct,0,0,0,A,A,0,0,0,Check-Out,28/10/2016
